simulation_id,schedule_delay_months,capex_multiplier,utilization_multiplier,power_cost_multiplier,price_multiplier,debt_rate_shift_bps,total_capex_usd,portfolio_unlevered_npv_usd,total_ebitda_usd,incremental_funding_required_usd,minimum_cash_pre_support_usd,latest_ready_for_service,npv_positive
233,2.565198901868174,1.0094047868383804,0.9778785819931182,1.011693815229496,0.9801174600221675,258.20940019735656,4385863798.812762,724866791.4430325,1362198419.3664553,344553987.6141861,-294553987.6141861,2029-07-01,True
234,6.2181452016184,1.087663123669409,0.9024478032289746,0.9856384337289059,1.0318864518742679,86.52564266417122,4725896272.343581,359524009.0671948,1182397624.4151495,352705885.22815937,-302705885.22815937,2029-10-01,True
235,3.2564329462895154,1.068031152521336,1.0218742390446085,0.9957802811493831,1.0126728239115574,179.07425425098998,4640595357.705204,992010728.7179551,1519781490.51803,323458173.48355204,-273458173.48355204,2029-07-01,True
236,9.12175083480394,1.2575398542103144,0.9797498283184912,1.1831914973163138,0.9390284906381356,207.0974336014115,5464010666.543817,-515813946.8953767,942774802.0890478,636436676.8915174,-586436676.8915174,2030-01-01,False
237,6.024700455239734,1.1152122041691432,0.9957816250118158,1.1999103213141156,0.9943295625304902,122.61011224590129,4845597027.114927,426882570.6487663,1221912429.7302432,376721379.5664401,-326721379.5664401,2029-10-01,True
238,5.2762702991357155,1.0857532754049528,0.8844615681915844,1.053763295712184,0.9328182696529592,18.16278394862033,4717597981.63452,-374004168.96022713,1004606032.624614,449740914.0655489,-399740914.0655489,2029-09-01,False
239,8.448583797094983,1.0964471871735322,1.0068203716882163,1.091327869087227,0.9205453592378677,47.218313496217206,4764063028.268997,112868130.24673426,1010052627.5392637,381812626.6781215,-331812626.6781215,2029-12-01,True
240,3.3949828289298347,1.2573978242849806,0.8479026040240866,1.073861724904882,1.0241128947586267,302.24304230204496,5463393546.51824,-669276426.175462,1204420270.2856526,747536504.4760197,-697536504.4760197,2029-07-01,False
241,3.638156728547919,1.0047660570633783,0.8271886984426265,0.9857147656363282,0.9483889542468944,142.29100036438848,4365708517.940378,-264699905.35759234,996438529.7931786,446790804.35099113,-396790804.35099113,2029-08-01,False
242,10.498976075687263,1.1139461704246232,0.9363885829730655,1.021618743577164,1.004241154047282,154.4978026991981,4840096110.4949875,211517218.70389104,970218691.9878612,400423888.2650708,-350423888.2650708,2030-02-01,True
243,9.638710751048663,1.23814100230389,0.8813163910661068,0.9946727439559192,0.9520686805575231,112.90119478914221,5379722655.010402,-783834768.5319475,821444892.7685905,617015197.2287569,-567015197.2287569,2030-02-01,False
244,11.242666370463354,1.0843557900465015,0.9632919192494603,1.0781580136482904,0.9468370072183495,88.72291496795725,4711525907.7520485,26930385.783581853,853713165.2234952,387256754.07206017,-337256754.07206017,2030-03-01,True
245,7.031991956318837,1.1435692930477843,0.9003331058383808,1.026863714448841,0.9959631716778556,50.6597362243856,4968808578.2926235,-87061475.40626466,1056258524.2948884,421825391.2502672,-371825391.2502672,2029-11-01,False
246,11.022376259685876,1.0475583578231584,0.8095933297733292,1.0707839222615847,0.9789594527420012,128.23276048483734,4551641064.741623,-427188261.57345045,716699748.480084,462306266.0471152,-412306266.0471152,2030-03-01,False
247,5.119315820694755,1.2803061934521207,0.9107191385985148,1.067497695963707,0.9711420603621707,13.320970318590142,5562930410.549465,-699968811.5717349,1116696333.0452945,594437730.5148153,-544437730.5148153,2029-09-01,False
248,6.451088049324343,1.0564421334620189,0.9383876180581969,0.9809573466462336,1.0360201775103015,119.56672961845814,4590241069.892471,709264629.4159789,1251570177.4203668,319512555.0649917,-269512555.0649917,2029-10-01,True
249,10.198125728367359,1.101939342013169,0.7871769694862144,1.1393330845180354,0.989221131645159,202.26951823470728,4787926441.047218,-675593856.9678022,734275552.2558277,575852115.8686917,-525852115.8686917,2030-02-01,False
250,5.05258589821854,1.135432896573006,0.9834111193116233,1.0949852774498312,0.964591668332927,166.29632403411188,4933455935.609711,157406908.71423912,1215254580.7594733,433609366.0791141,-383609366.0791141,2029-09-01,True
251,7.222064208475373,1.2457036354393367,0.8865660279028015,1.058974202800555,1.0055848121974489,127.68542889471712,5412582295.983917,-473915689.99251604,1046482879.187011,586058726.2995056,-536058726.2995056,2029-11-01,False
252,7.9271286063512445,1.098968330706649,0.8469607679859805,1.1194870091588365,0.9396719300036754,59.15594263199088,4775017396.920389,-593266521.0815579,824550099.086407,514626909.7633035,-464626909.7633035,2029-12-01,False
253,6.77196413884029,1.1625073858506094,0.9944505208579568,1.0348438422604462,0.9364512153872357,283.70268446055235,5051094591.520898,-13537100.090088129,1084159289.3673368,537540037.3916743,-487540037.3916743,2029-11-01,False
254,2.940695994019099,1.0498043032153208,0.8676192505270679,1.0762175442225217,1.0149239175984235,195.25699457806402,4561399697.470569,127959164.63397205,1222464319.0707648,401906995.657414,-351906995.657414,2029-07-01,True
255,7.607978217963343,1.0445421029341295,0.8835685203153189,1.0675734382032185,0.9420608064809394,78.0850581746378,4538535437.248793,-178017342.76587152,886340001.8747051,414866724.72892964,-364866724.72892964,2029-12-01,False
256,4.159606133563463,1.0320615632069192,0.9228741702502752,1.1103335324838337,0.9289685964058035,122.21130444272475,4484307492.134064,-44470887.439784884,1091034477.7787547,403217166.69780934,-353217166.69780934,2029-08-01,False
257,8.478185745381442,1.1627034656141788,0.9731379388094271,1.0626577210328134,1.006593196013972,70.18812034829469,5051946558.093607,284881310.39149594,1126729382.3133595,389839707.41413003,-339839707.41413003,2029-12-01,True
258,4.540268428673684,1.0448251585194293,0.9069969078601493,1.0538479687934625,0.9537691863149494,192.45023301533624,4539765313.76692,26276635.058902264,1079746345.2758412,424574210.7761752,-374574210.7761752,2029-09-01,True
259,4.198905576193571,1.0655007899020197,0.8189474443713278,1.0611504459125243,0.9602957340617695,98.85016117041366,4629600932.124275,-501722662.2493094,991295655.3115044,507847370.68021417,-457847370.68021417,2029-08-01,False
260,3.6353606020243645,1.1668986500388843,1.0065597209220654,1.070831786700239,0.9887748699068654,234.7490896377413,5070174634.418952,346993295.0957551,1364364082.9970524,446405509.5162089,-396405509.5162089,2029-08-01,True
261,13.595215151854967,1.1299736286859932,0.9929403417457757,1.1678243119441982,1.0032051351319404,117.82148916687191,4909735416.640639,110017856.70278788,798919969.6938486,380248904.24878454,-330248904.24878454,2030-06-01,True
262,2.1318123800509183,0.9853942249725692,0.9089301653245525,1.0702234657306058,0.9699167265706545,142.19416545519337,4281537907.5058136,313815034.2819686,1254076785.8069754,336495825.0193196,-286495825.0193196,2029-06-01,True
263,6.081842288929816,1.189449809901771,0.8101529329751241,1.0262024534539649,1.0033797498835122,226.64557860524602,5168159424.023194,-701372989.1888413,973227713.6868122,666236738.1507568,-616236738.1507568,2029-10-01,False
264,13.14875967372398,1.202500352953223,0.9929767166467586,1.0418502926200355,0.9694257848937448,76.82707238296192,5224864033.581754,-180063940.58202875,823288052.7867081,439817731.8326529,-389817731.8326529,2030-05-01,False
265,6.575844542776612,1.2323438139907847,0.8805588313082435,1.0810946872104104,0.9596288148921461,50.93561525231047,5354533871.789959,-746334866.2757344,954089557.0979091,601163280.5202562,-551163280.5202562,2029-11-01,False
266,3.306113983190041,1.0086227318972896,1.0145156701574896,1.055511891128276,1.0082659535393719,171.48654747882196,4382465770.093723,1092616268.743664,1482761302.8018787,291145578.0078156,-241145578.0078156,2029-07-01,True
267,3.2783509633687458,1.0446100446780806,0.9724164320299191,1.0334638242875003,1.0198254151457016,41.66964754688128,4538830644.12626,802076993.9204249,1435779730.0935068,288369129.9787983,-238369129.97879827,2029-07-01,True
268,7.282798650005028,1.1821978180470067,0.8526543548229392,1.0354716868713791,1.0306984017361676,75.99942984303341,5136649519.414244,-291609970.30565,1039922897.6945606,489763695.8009403,-439763695.8009403,2029-11-01,False
269,5.066578874026295,1.0939712796101695,0.8575754312904027,1.1269517444933985,1.0010553179998698,100.66448592785378,4753305209.906186,-183478692.48454547,1074933213.258016,445091290.69941545,-395091290.69941545,2029-09-01,False
270,9.19558648233759,1.0532387115069664,0.7379463650899664,1.0836559551411606,1.042114355495584,-1.8475484568742218,4576322201.497768,-485154161.61802864,785788376.534165,431066840.224924,-381066840.224924,2030-01-01,False
271,3.412900837656112,1.1103023860403982,0.9719408269795289,0.9942068830267592,0.9688681047009915,190.96409230299162,4824263867.34553,261345951.4558134,1330412094.866683,413327309.5820395,-363327309.5820395,2029-07-01,True
272,4.620023943361616,1.0477754291097803,0.840925960361143,1.056622740925039,0.9758485655610618,232.44763627047476,4552584239.481995,-209994546.92894518,1014068122.903839,495649490.98526824,-445649490.98526824,2029-09-01,False
273,6.922948255065468,1.1478226895945376,1.0336537782341568,1.0569018735681752,0.9695719256524464,262.4482825558586,4987289586.288265,449331445.30496347,1202263577.3717928,440816797.0527582,-390816797.0527582,2029-11-01,True
274,3.710664748031447,1.157838755011974,0.9599329426799204,0.9968067242120122,0.9749585009743592,59.69844246521116,5030809390.527027,62003098.29111719,1269930802.7029219,409047617.8306616,-359047617.8306616,2029-08-01,True
275,3.2219582984481967,1.0997360308558306,0.8671371541168418,1.1321827727803884,1.018852790808807,209.54381654350905,4778353054.068584,-61244142.26676893,1218720240.6221962,469995138.2922561,-419995138.2922561,2029-07-01,False
276,3.8597576176248753,1.0657576629020102,0.8580350701408398,1.0067552033167138,1.0257076733326955,105.4693880425335,4630717045.309234,118677528.91990125,1190489096.6727364,375003895.2398798,-325003895.2398798,2029-08-01,True
277,3.547197566328795,1.192906557521091,0.892799909255771,0.9740419559752226,0.9440828633711057,160.06589046623827,5183178992.42914,-601046711.3778896,1098748703.076666,620787963.9188676,-570787963.9188676,2029-08-01,False
278,8.486991600227817,1.0527691923557572,1.0019460599275003,1.1478416354473093,1.0101000992186866,66.87458580869001,4574282140.785765,791742239.1825503,1160570291.1814444,298695844.0311707,-248695844.03117073,2029-12-01,True
279,1.6822649507147296,1.200417274355927,0.8712410562963802,1.0926169403455437,0.9997969351419425,37.735941954635734,5215813057.076502,-517072535.8026353,1242982764.969092,530720907.44927335,-480720907.44927335,2029-06-01,False
280,8.460809592789458,1.2321815447705253,0.9547274898297446,1.0615334671805154,1.0140155652662555,132.6196030164079,5353828812.027932,-4341171.549021244,1112949337.794036,481680755.8847852,-431680755.8847852,2029-12-01,False
281,8.022369189582346,1.1841287119283797,0.9588743195687636,1.0374638954156312,0.9376048774877671,69.58391096516122,5145039253.32881,-285215048.8675573,986392773.0570927,491938305.20528877,-441938305.20528877,2029-12-01,False
282,5.657487858998913,1.1076324190190134,0.9287625381353833,1.0543142567137418,1.002696295126336,256.808664752139,4812662860.637613,233426142.6753019,1158926411.1245704,442309135.6790508,-392309135.6790508,2029-10-01,True
283,3.7170691404452505,1.1596145900889314,0.9453756203237628,1.075124769777025,0.9475643018080779,206.90292056883533,5038525393.936407,-236808180.94807017,1172502168.783475,546286611.7764735,-496286611.7764735,2029-08-01,False
284,11.652166953984286,1.1557549226180466,1.0021094814527451,1.2099760112915685,0.9649969852444777,159.79578157315672,5021755138.775412,-37416244.97235596,855610376.6131185,445376032.1754595,-395376032.1754595,2030-04-01,False
285,5.418076163780695,1.2683745397720383,0.8037664923210815,1.0569846184468141,1.013849757504769,80.54914259232393,5511087375.309505,-997020644.1139791,1018850625.7666013,691355983.9125503,-641355983.9125503,2029-09-01,False
286,8.549403618817678,1.0851330192327429,1.0314189648108831,1.1585211725425024,0.9601318908063882,198.40617213680997,4714902968.566267,481294694.35439813,1051796849.203896,384605322.6399515,-334605322.6399515,2030-01-01,True
287,4.364644071787364,1.1284072858426735,0.9419576997447369,1.1414451336456954,0.9171292174539346,64.93247351874918,4902929656.986416,-387552764.10781467,1090670738.0169377,495489036.03835416,-445489036.03835416,2029-08-01,False
288,7.649290864982165,1.119311146235639,0.9125389826747963,0.982684055235689,0.9646475877472429,233.85364056960213,4863406930.393852,-95257390.33712006,978529487.2818295,500875033.2950673,-450875033.2950673,2029-12-01,False
289,1.3152942157623146,1.0875227786450696,1.0126930252179187,0.980976386370512,0.99873510349146,74.32520649861068,4725286473.212828,766148297.1261617,1589699527.6864965,318489041.79932123,-268489041.79932123,2029-05-01,True
290,9.678569276444911,1.1621808606403323,0.991712160460454,1.0244127838910184,0.9798468099414326,201.4301321178486,5049675839.482244,191774948.30894506,1002796551.8743472,444115809.6321794,-394115809.6321794,2030-02-01,True
291,3.709337623851317,1.0570280848770213,0.7650912805941388,1.1913725566845303,0.9948200873557556,159.09697593023435,4592787028.790657,-643220830.3157618,939268323.8143965,565201584.3115911,-515201584.31159115,2029-08-01,False
292,8.013286475644481,1.112822667821178,0.9087188644983927,1.0628654120281436,0.9885558117238761,59.96407833262184,4835214491.683018,-6607973.119320631,1000715878.0418175,400138518.59793496,-350138518.59793496,2029-12-01,False
293,10.041239752407549,1.1813369365269928,0.8817014475402497,1.0850184847096722,0.9411379095166511,297.4131650825019,5132908989.209783,-689474402.9941711,792223784.4116648,665641787.8360952,-615641787.8360952,2030-02-01,False
294,10.312856968903931,1.2235665877128346,0.8776254927612224,1.0147090713610754,0.9504109706472285,23.485260173080917,5316396823.612266,-778453612.563649,811379482.0834397,565881569.4061807,-515881569.40618074,2030-02-01,False
295,2.5934909457481288,1.013937231989987,1.0396230822634738,0.9894358528922019,0.9398811355331937,218.56735397578592,4405557272.996492,782206510.8561038,1382466441.9691942,334744898.0037607,-284744898.0037607,2029-07-01,True
296,6.334077377380596,1.1701016047127066,0.9372376997240456,1.1580486669342716,0.9883875746422021,131.39649886224393,5084091472.47671,-96501325.7719034,1126286293.4068463,477448764.80532444,-427448764.80532444,2029-10-01,False
297,7.658466835739322,1.0966898375241656,0.880889943605168,1.065805252058686,0.945128364264426,207.37171732180585,4765117344.042499,-344786519.90383923,888044609.8905219,531143335.1809988,-481143335.1809988,2029-12-01,False
298,3.8209176587323754,1.0391459859408645,0.8557466304752548,1.1451211227459857,0.9629477207464479,172.81362058721902,4515089308.913056,-234961371.35568595,1042323617.6851953,470505867.31509995,-420505867.31509995,2029-08-01,False
299,9.516401923878938,1.016320355206104,0.962086751311501,1.0407618994983123,0.9509849818104166,173.620140733975,4415911943.370522,341803500.37877655,914357353.9060109,354880495.6861014,-304880495.6861014,2030-02-01,True
300,10.446343739562412,1.0697122769587148,0.9262735287009631,1.0377983934276696,0.9815894646280816,155.54230039783474,4647899843.385615,163890345.92063475,918344684.7985588,388966077.22429514,-338966077.22429514,2030-02-01,True
301,6.6139966443701885,1.1321943637695009,0.8205184980880176,1.1078327073987024,0.9915609611816925,171.83943259432607,4919384510.578482,-546981441.1903709,913959598.103878,574445726.5589458,-524445726.5589458,2029-11-01,False
302,2.0366518979363053,1.0965879684300326,0.8949166312190484,0.9934927935354434,0.9516567046448158,113.56028924861982,4764674722.828491,-236648642.49704754,1205452224.8408225,463334362.0011909,-413334362.0011909,2029-06-01,False
303,8.000573642433096,1.05834700168777,0.9766561120003175,1.079097862932618,0.9998445186887663,120.33850634833385,4598517722.333361,613038214.4550873,1116750511.3057177,331411334.3294334,-281411334.3294334,2029-12-01,True
304,5.626660854779097,1.1313435750574474,1.0057893074492277,1.0698039869460387,0.9796485433470035,150.49986554579206,4915687833.624609,410997600.0164995,1233177396.350921,394837119.6562628,-344837119.6562628,2029-10-01,True
305,7.9379969664872,1.0141432700142718,0.916401172097937,1.0681009615639008,1.0213240925949063,124.9459132644646,4406452508.212011,571455244.0990045,1067260436.9227366,315005364.01168835,-265005364.01168835,2029-12-01,True
306,5.372420667255868,1.2468263142371692,0.9035840937481947,1.0172605086744126,0.951019540116209,25.572827790274246,5417460335.360499,-712652324.0914365,1075792855.906676,592339317.647701,-542339317.647701,2029-09-01,False
307,0.17836826651870893,1.093867846862349,0.9629695785692314,1.1167424941011326,0.9196415135270732,142.63146419816553,4752855794.616906,-162371342.78046358,1322033793.8717954,459037240.49880695,-409037240.49880695,2029-04-01,False
308,2.939363030174166,1.233611040830567,0.8318878991374161,1.094117977148507,0.9625688448508416,160.6752329895405,5360039972.408813,-1048999653.1925302,1053059282.5772564,749285422.0910956,-699285422.0910956,2029-07-01,False
309,4.928958356669865,1.1659153264258675,0.851357521956391,1.1667206414882938,0.9774759045882023,193.82482518429916,5065902093.320394,-622600590.2880441,1014843919.0856584,628100620.3474816,-578100620.3474816,2029-09-01,False
310,9.413304762268567,1.2906394497714828,0.8494261789068505,1.0373008203849998,0.954819677496157,75.5877379746405,5607828409.2570915,-1116996567.2710283,822014187.1438031,697092206.6701013,-647092206.6701013,2030-01-01,False
311,6.354234100857707,1.277988292463079,1.0400838244982724,1.075762593139235,0.9884352837071353,231.66595743472885,5552859130.752078,147769308.54327834,1304181203.3604817,530309936.670007,-480309936.670007,2029-10-01,True
312,10.935800950246659,1.051200403480716,0.9188339038617295,1.1423870506321328,0.960319357752011,113.31646497495154,4567465753.123712,-34167178.68554962,812315277.5558925,388855370.34215736,-338855370.34215736,2030-03-01,False
313,12.581181552023345,1.2665559110562292,0.9981062028892993,1.1328158391141643,0.9568292707033416,88.74798897292618,5503185433.539316,-492942603.9313592,797830747.5400171,525486461.7000127,-475486461.7000127,2030-05-01,False
314,6.038819042923497,1.118743683192112,0.9144520786412647,1.0960910216672686,0.9699991162201057,191.6251779213416,4860941303.469727,-113308922.3509798,1067381873.7612586,488905950.25585794,-438905950.25585794,2029-10-01,False
315,4.340651663128083,1.0761534393610934,0.8175525599331392,1.0189145292766442,1.0103826960618754,114.6879388090023,4675886694.023951,-246597761.29443836,1087263972.1599026,455427301.6341548,-405427301.6341548,2029-08-01,False
316,3.5721976494811556,1.1658311298462813,0.9235627377765908,0.9664224975535751,0.961614425973473,53.05379501639162,5065536259.182093,-233740872.24697256,1186608079.6386607,462741551.29958785,-412741551.29958785,2029-08-01,False
317,7.05897705936637,1.0659304793612978,0.7896994912815278,0.982577630788045,0.9837288647189932,-13.897266831368881,4631467932.824839,-475069322.83877015,873886870.5261929,441436562.5553125,-391436562.5553125,2029-11-01,False
318,9.399010523708235,1.0396253883236801,0.933005074757899,1.062087711488533,0.972898684863191,15.634050169121451,4517172312.26639,258254657.7325071,959097756.3799324,325785257.54815704,-275785257.54815704,2030-01-01,True
319,8.745032353069163,1.2105591025287834,0.7487062139673676,1.016771985763069,1.0182351449295377,137.74864259563807,5259879300.487564,-1038090104.6179575,777711710.3323992,672902811.2943937,-622902811.2943937,2030-01-01,False
320,2.898657686223016,1.0509607083660504,0.9422181625413929,1.1147584688215277,0.9851461758266278,281.5517567154027,4566424277.850489,347399154.75113666,1288154601.248577,407574128.807894,-357574128.807894,2029-07-01,True
321,5.58387883361039,1.0706846602534204,0.9089365546054802,1.0489448837302522,0.9518940334922642,2.514711847332876,4652124848.801111,-69464838.60562408,1033689861.2043765,373853641.91602725,-323853641.91602725,2029-10-01,False
322,4.4768570891284725,1.1530762756008708,0.757136877292854,1.0612073134961564,0.9888616218339382,152.61816425372552,5010116417.485783,-997456152.2179029,936697633.9268117,688111983.1643518,-638111983.1643518,2029-08-01,False
323,8.40811132303407,1.1809490643940705,0.951545389648531,0.998243660365543,0.975500128000238,150.85330971557892,5131223684.792236,-47309309.47436261,1050521869.0523987,478936809.8494431,-428936809.8494431,2029-12-01,False
324,3.7083282181232677,1.001666703253179,0.8493234549551175,1.0637302660657832,0.9704781088612288,52.95639309741624,4352241825.635063,-55829542.30603886,1060550280.6718704,359190809.12161857,-309190809.12161857,2029-08-01,False
325,9.041993946725054,1.2254437314607753,0.8427226721724356,1.1766411504786556,0.9146400652355845,263.3757959384015,5324553013.197069,-1209522453.256731,731605513.2082672,789982228.2978225,-739982228.2978225,2030-01-01,False
326,11.405781545691864,0.9821746704834535,0.9616698790222006,1.1987870121985928,1.0185671079533982,295.8799124134236,4267548943.2506056,734097354.8442976,945492036.4145778,329919731.4947186,-279919731.4947186,2030-03-01,True
327,6.065599631835403,1.0164691996341708,0.9817146199501177,1.0916362934579809,0.9863976086454058,108.59859359537404,4416558672.410472,709831202.2895378,1204730809.02798,305872587.59404474,-255872587.59404474,2029-10-01,True
328,6.257770134706363,1.0391584170301142,0.9569593142680957,0.9897551117233284,0.9967336696773639,227.10916332974782,4515143321.995846,629584873.4651392,1204874782.09283,354467833.4581599,-304467833.4581599,2029-10-01,True
329,5.4061425924692195,1.1085197435270866,0.8728189373558508,1.1982763768634421,0.9970642557705592,98.7928533163495,4816518285.625191,-212763116.40840924,1080202893.289739,458257425.4591372,-408257425.4591372,2029-09-01,False
330,3.1287719042858146,1.054651187852268,0.9062830829706008,1.182784607122884,0.9971656989304263,63.6425311701081,4582459411.218104,153687500.6236471,1235822823.602213,355711197.8924649,-305711197.8924649,2029-07-01,True
331,9.565877615428926,1.0843368346729654,0.9822199579345882,1.0293089398289854,0.986722329572995,264.367347396733,4711443546.654034,448425073.59257996,1001139060.7878487,400725141.30047894,-350725141.30047894,2030-02-01,True
332,3.800271636643422,1.1484444292538938,1.0372481845614787,1.0104964075610887,0.9325703467652418,169.49936078916954,4989991045.108168,225528132.8187828,1302823041.5728397,432342484.6442702,-382342484.6442702,2029-08-01,True
333,4.385585440853108,1.013914512671051,0.9085546610871595,1.1215302939131926,0.9584933227384311,91.78438789340697,4405458557.5557165,119360190.11686492,1125252881.5466604,355516633.8080374,-305516633.8080374,2029-08-01,True
334,9.35219579700006,1.1105306859598614,0.9798967187145499,1.0623604803321949,1.0277792708576223,163.12961436271843,4825255830.495598,616941170.6047117,1118368557.8523266,362533939.4601821,-312533939.4601821,2030-01-01,True
335,2.5476138753504167,1.2072905372648763,0.9113035187186678,1.0083672870831208,0.9428051586388493,173.23290326247698,5245677384.415888,-594334877.6769389,1166342801.604185,635288388.2785324,-585288388.2785324,2029-07-01,False
336,1.6287603804278357,1.068134294321846,0.8222551307619629,1.061510262166659,0.9705141493881358,131.3396320063592,4641043508.828421,-458451542.78818727,1099357253.6300159,514429800.28859484,-464429800.28859484,2029-06-01,False
337,3.957225597529372,0.9961576886239929,0.9343736942090421,1.051060660963086,0.9894939464745096,30.74662994983821,4328305157.071249,554717806.4505929,1245475873.1837077,287348766.0071597,-237348766.0071597,2029-08-01,True
338,0.8783688840497588,1.0606499146235104,0.9047964820010248,1.0541562552239183,1.0053701538247262,100.56817448305117,4608523879.039153,236816231.52434886,1376199491.53848,359379410.4830312,-309379410.4830312,2029-05-01,True
339,5.892088132227327,1.1256296077732117,0.7604102474021962,1.0737550075347615,0.964327094701891,109.4340272780156,4890860645.774605,-987311633.80791,824064323.0581044,642597003.2714202,-592597003.2714202,2029-10-01,False
340,2.3698300183207266,1.172544040196304,1.011524165123102,0.9671085056905909,0.9853038950903469,196.3263416484003,5094703854.652941,380695936.4983394,1500716424.6055517,428713053.65697503,-378713053.65697503,2029-06-01,True
341,3.993648077183793,1.1739411159329443,0.9374859944854366,1.1764568653547134,1.0358773415822167,0.4060198778111044,5100774148.728642,154246436.93359947,1321722869.067589,379343114.4927477,-329343114.4927477,2029-08-01,True
342,5.184745411718438,1.1159203610141815,0.824768286441711,1.0453443515529093,1.038611330255155,-18.79379259589069,4848673968.606619,-201309986.59954453,1100268255.1997068,394886896.6365581,-344886896.6365581,2029-09-01,False
343,5.2450648439530845,1.191512976372845,0.8756528652206659,1.0678039334277456,1.0348171257916623,120.84434034388414,5177123882.340012,-193894255.3530066,1178538175.0941737,496907816.93926895,-446907816.93926895,2029-09-01,False
344,2.707691540815524,1.005937314462088,1.0128088584112431,1.0336574110152377,0.9777738187231064,23.77063077809568,4370797631.337772,886781807.4219929,1414273967.6886904,267739683.53656548,-217739683.53656548,2029-07-01,True
345,5.017334297497468,1.2276943490445544,0.9138568851591147,1.1994377472609408,0.9557317472079316,127.41186907293039,5334331946.598589,-659661341.1570092,1067345277.06885,631086730.0229353,-581086730.0229353,2029-09-01,False
